Data ID,Link,City,Neighbourhood,Full Address,Address,Pure Rent,Service Charge,Other Charge,Size,Date From,Date To,Dataframe Date,Deposit,Rooms,Full Address Lenght,EUR / SQM
27fhf5x,https://www.immowelt.de/expose/27fhf5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2850,,,76,,,20230731,,2,2,37.5
273gf5x,https://www.immowelt.de/expose/273gf5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2850,,,76,,,20230731,,2,2,37.5
27wme5x,https://www.immowelt.de/expose/27wme5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3500,,,68.63,,,20230731,,2,2,50.99810578
2778f5x,https://www.immowelt.de/expose/2778f5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2750,,,66,,,20230731,,2,2,41.66666667
27zye5x,https://www.immowelt.de/expose/27zye5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3150,,,60,,,20230731,,2,2,52.5
2793f5x,https://www.immowelt.de/expose/2793f5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3150,,,60,,,20230731,,2,2,52.5
27pne5x,https://www.immowelt.de/expose/27pne5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3500,,,68.63,,,20230731,,2,2,50.99810578
27y9e5x,https://www.immowelt.de/expose/27y9e5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,4400,,,83,,,20230731,,2,2,53.01204819
27z2d5x,https://www.immowelt.de/expose/27z2d5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2650,,,62,,,20230731,,2,2,42.74193548
275lb5x,https://www.immowelt.de/expose/275lb5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3350,,,70,,,20230731,,2,2,47.85714286
27mfd5x,https://www.immowelt.de/expose/27mfd5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,4400,,,83,,,20230731,,2,2,53.01204819
27r6d5x,https://www.immowelt.de/expose/27r6d5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2650,,,62,,,20230731,,2,2,42.74193548
25m7r5g,https://www.immowelt.de/expose/25m7r5g,Berlin,Schöneberg,"GeisbergstraÃe 31, Berlin (SchÃ¶neberg)",Geisbergstrße 31,1450,,,38,,,20230731,,2,2,38.15789474
26t645m,https://www.immowelt.de/expose/26t645m,Berlin,Tiergarten,"LÃ¼tzowstr. 111, Berlin (Tiergarten)",Lützowstr. 111,1550,,,35,,,20230731,,2,2,44.28571429
25qnq53,https://www.immowelt.de/expose/25qnq53,Berlin,Mitte,"Am KÃ¶llnischen Park 17, Berlin (Mitte)",Am kã¶llnischen park 17,2250,,,49,,,20230731,,2,2,45.91836735
275jz5q,https://www.immowelt.de/expose/275jz5q,Berlin,Kreuzberg,"EylauerstraÃe 13, Berlin (Kreuzberg)",Eylauerstrße 13,3350,,,117,,,20230731,,4,2,28.63247863
26b465g,https://www.immowelt.de/expose/26b465g,Berlin,Tiergarten,"LÃ¼tzowstrasse 111b,, Berlin (Tiergarten)",Lützowstrasse 111b,18000,,,68,,,20230731,,2,3,264.7058824
26mar5y,https://www.immowelt.de/expose/26mar5y,Berlin,Schöneberg,"KurfÃ¼rstenstrasse 136, Berlin (SchÃ¶neberg)",Kurfüstenstrasse 136,1850,,,74,,,20230731,,2,2,25
279t458,https://www.immowelt.de/expose/279t458,Berlin,Friedrichshain,"Markgrafendamm 36, Berlin (Friedrichshain)",Markgrafendamm 36,2350,,,77,,,20230731,,3,2,30.51948052
25s7q5p,https://www.immowelt.de/expose/25s7q5p,Berlin,Kreuzberg,"KÃ¶penicker StraÃe 194, Berlin (Kreuzberg)",Kã¶penicker strße 194,1700,,,50,,,20230731,,2,2,34
27f8b5r,https://www.immowelt.de/expose/27f8b5r,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1520,,,36,,,20230731,,1,2,42.22222222
27wkb5r,https://www.immowelt.de/expose/27wkb5r,Berlin,GrÃ¼nau,"SchlierseestraÃe 2, Berlin (GrÃ¼nau)",Schlierseestrße 2,2271.8,,,122.8,,,20230731,,3,2,18.5
27d2g5n,https://www.immowelt.de/expose/27d2g5n,Berlin,GrÃ¼nau,"SchlierseestraÃe 2, Berlin (GrÃ¼nau)",Schlierseestrße 2,2079.4,,,112.4,,,20230731,,3,2,18.5
27z355n,https://www.immowelt.de/expose/27z355n,Berlin,Neukölln,"BendastraÃe 23, Berlin (NeukÃ¶lln)",Bendastrße 23,2540,,,104,,,20230731,,4,2,24.42307692
27jyq5l,https://www.immowelt.de/expose/27jyq5l,Berlin,Kreuzberg,"FriedrichstraÃe 215, Berlin (Kreuzberg)",Friedrichstrße 215,1960,,,65,,,20230731,,2,2,30.15384615
27utq5l,https://www.immowelt.de/expose/27utq5l,Berlin,Charlottenburg,"Lietzenburger Str. 56, Berlin (Charlottenburg)",Lietzenburger str. 56,1860,,,38,,,20230731,,1,2,48.94736842
27t285k,https://www.immowelt.de/expose/27t285k,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,2750,,,130,,,20230731,,2,1,21.15384615
27fl75g,https://www.immowelt.de/expose/27fl75g,Berlin,Charlottenburg,Berlin (Charlottenburg),,6000,,,165,,,20230731,,4,1,36.36363636
27dkp5e,https://www.immowelt.de/expose/27dkp5e,Berlin,Staaken,Berlin (Staaken),,2220.15,,,148.01,,,20230731,,5,1,15
27p8p5e,https://www.immowelt.de/expose/27p8p5e,Berlin,Staaken,Berlin (Staaken),,1104.88,,,78.92,,,20230731,,2,1,14
27ymj5e,https://www.immowelt.de/expose/27ymj5e,Berlin,Schöneberg,"Quartiersweg 4, Berlin (SchÃ¶neberg)",Quartiersweg 4,912.98,,,41,,,20230731,,1.5,2,22.26780488
27mkj5e,https://www.immowelt.de/expose/27mkj5e,Berlin,Schöneberg,"Quartiersweg 6, Berlin (SchÃ¶neberg)",Quartiersweg 6,874.29,,,30,,,20230731,,1,2,29.143
27xfj5e,https://www.immowelt.de/expose/27xfj5e,Berlin,Schöneberg,"Quartiersweg 6, Berlin (SchÃ¶neberg)",Quartiersweg 6,638.29,,,22.01,,,20230731,,1,2,29
26xjf55,https://www.immowelt.de/expose/26xjf55,Berlin,Charlottenburg,"GervinusstraÃe 19A, Berlin (Charlottenburg)",Gervinusstrße 19a,3730,,,134,,,20230731,,4,2,27.8358209
27zzm5d,https://www.immowelt.de/expose/27zzm5d,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,3640,,,102,,,20230731,,3,2,35.68627451
25qgb5l,https://www.immowelt.de/expose/25qgb5l,Berlin,Charlottenburg,"Lietzenburger Str. 56, Berlin (Charlottenburg)",Lietzenburger str. 56,1850,,,40,,,20230731,,1,2,46.25
27yul56,https://www.immowelt.de/expose/27yul56,Berlin,Schöneberg,"DennewitzstraÃe 40, Berlin (SchÃ¶neberg)",Dennewitzstrße 40,2100,,,60,,,20230731,,2,2,35
26wbw5t,https://www.immowelt.de/expose/26wbw5t,Berlin,Tiergarten,"Genthiner Str. 51, Berlin (Tiergarten)",Genthiner str. 51,2430,,,74,,,20230731,,2,2,32.83783784
268vv5t,https://www.immowelt.de/expose/268vv5t,Berlin,Prenzlauer,"KollwitzstraÃe 19, Berlin (Prenzlauer Berg)",Kollwitzstrße 19,1520,,,40,,,20230731,,1,2,38
27mrm5v,https://www.immowelt.de/expose/27mrm5v,Berlin,Friedrichshain,"PufendorfstraÃe 4, Berlin (Friedrichshain)",Pufendorfstrße 4,2200,,,55,,,20230731,,2,2,40
265re52,https://www.immowelt.de/expose/265re52,Berlin,Friedrichshain,"MÃ¼hlenstraÃe 20, Berlin (Friedrichshain)",Mühlenstrße 20,2070,,,53,,,20230731,,2,2,39.05660377
25qy55r,https://www.immowelt.de/expose/25qy55r,Berlin,Mitte,"TorstraÃe 225d, Berlin (Mitte)",Torstrße 225d,1610,,,48,,,20230731,,1,2,33.54166667
2572y5p,https://www.immowelt.de/expose/2572y5p,Berlin,Staaken,"BrunsbÃ¼tteler Damm 427, Berlin (Staaken)",Brunsbütteler damm 427,950,,,80,,,20230731,,3,2,11.875
25twr5n,https://www.immowelt.de/expose/25twr5n,Berlin,Friedrichshain,"MÃ¼hlenstraÃe 20, Berlin (Friedrichshain)",Mühlenstrße 20,2140,,,52,,,20230731,,2,2,41.15384615
26lv65a,https://www.immowelt.de/expose/26lv65a,Berlin,Köpenick,"Stellingdamm 3, Berlin (KÃ¶penick)",Stellingdamm 3,2090,,,190,,,20230731,,2,2,11
2545p56,https://www.immowelt.de/expose/2545p56,Berlin,Schöneberg,"DennewitzstraÃe 40, Berlin (SchÃ¶neberg)",Dennewitzstrße 40,2570,,,76,,,20230731,,3,2,33.81578947
23n9r5x,https://www.immowelt.de/expose/23n9r5x,Berlin,Gesundbrunnen,"BÃ¤rbel-Bohley-Ring 26, Berlin (Gesundbrunnen)",Bärbel-bohley-ring 26,600,,,20.5,,,20230731,,1,2,29.26829268
23wwg5s,https://www.immowelt.de/expose/23wwg5s,Berlin,Gesundbrunnen,"BÃ¤rbel-Bohley-Ring 26, Berlin (Gesundbrunnen)",Bärbel-bohley-ring 26,650,,,27.8,,,20230731,,1,2,23.38129496
2239s5v,https://www.immowelt.de/expose/2239s5v,Berlin,Halensee,"Hektorstr. 3, Berlin (Halensee)",Hektorstr. 3,3273,,,170.75,,,20230731,,5,2,19.16837482
228ue5m,https://www.immowelt.de/expose/228ue5m,Berlin,Kreuzberg,Berlin (Kreuzberg),,3575,,,145,,,20230731,,5,1,24.65517241
2z64f4z,https://www.immowelt.de/expose/2z64f4z,Berlin,Mitte,"KÃ¶penicker StraÃe 43, Berlin (Mitte)",Kã¶penicker strße 43,1004,,,32,,,20230731,,1,2,31.375
2z5te4z,https://www.immowelt.de/expose/2z5te4z,Berlin,Mitte,"KÃ¶penicker StraÃe 43, Berlin (Mitte)",Kã¶penicker strße 43,750,,,20,,,20230731,,1,2,37.5
2zvn54c,https://www.immowelt.de/expose/2zvn54c,Berlin,Mitte,"KÃ¶penicker StraÃe 43, Berlin (Mitte)",Kã¶penicker strße 43,750,,,20,,,20230731,,1,2,37.5
2yl8d4a,https://www.immowelt.de/expose/2yl8d4a,Berlin,Lichterfelde,"Unter den Eichen 96, Berlin (Lichterfelde)",Unter den eichen 96,859,,,24,,,20230731,,1,2,35.79166667
2yu8n49,https://www.immowelt.de/expose/2yu8n49,Berlin,Lichterfelde,"Unter den Eichen 96, Berlin (Lichterfelde)",Unter den eichen 96,969,,,35,,,20230731,,1,2,27.68571429
2t7tb4w,https://www.immowelt.de/expose/2t7tb4w,Berlin,Charlottenburg,"BleibtreustraÃe 38, Berlin (Charlottenburg)",Bleibtreustrße 38,830.07,,,49.38,,,20230731,,1,2,16.80984204
2gp5u4m,https://www.immowelt.de/expose/2gp5u4m,Berlin,Frohnau,"Hattenheimerstr. 7, Berlin (Frohnau)",Hattenheimerstr. 7,949,,,82.52,,,20230731,,3,2,11.50024237
2g5wx4c,https://www.immowelt.de/expose/2g5wx4c,Berlin,Spandau,"Wilhelmstr. 147, Berlin (Spandau)",Wilhelmstr. 147,867.16,,,61.94,,,20230731,,2,2,14
2g4ew43,https://www.immowelt.de/expose/2g4ew43,Berlin,Prenzlauer,"KollwitzstraÃe 42, Berlin (Prenzlauer Berg)",Kollwitzstrße 42,1980,,,93,,,20230731,,3,2,21.29032258
